0,他 不 同意 *pro* 出庭,[6]
0,*pro* 得 再 找个 专家,[6]
0,*pro* 一 小时 内要 上庭 我们 走,[6]
0,我 不 知道 *pro* 是否 该 让 比安卡 作证,[6]
0,如果 *pro* 这么 做,[6]
0,*pro* 想 让 我 引述 吗,[2]
0,因为 如果 我 引述 *pro* 必须 用 那个 词,[1]
0,*pro* 别 引述 芒迪 先生 在 我的 法庭 不要 这样,[2]
0,而 *pro* 朱迪 我们 漂亮 的 书记员 ...,[5]
0,""" *pro* 想 上楼 和 比安卡干 那事 吗 用 安眠药 法 """,[2]
0,安眠药 性爱 既 放松 *pro* 又 疯狂,[2]
0,而 我 则 ... *pro* 知道 吧,[2]
0,所以 我 奇怪 她 会 同意 *pro* 3 P,[6]
0,*pro* 在 比安卡 的 房间 我 都 神志不清 了,[3]
0,然后 *pro* 就 听到 枪声 了,[6]
0,*pro* 发现 海瑟 倒 在 地上,[1]
0,*pro* 好像 是 这样,[1]
0,2 次 约会 *pro* 等于 2 次 *pro* *pro* 上床 ?,"[2, 5, 6]"
0,海瑟 和 比安卡 吃 的 唑 吡坦 安眠药 *pro* 你 也 吃 了 ?,[3]
0,*pro* 吃 了 *pro* 会 产生 幻觉,"[2, 3]"
0,*pro* 也许 还会 腹泻,[2]
0,很 好 *pro* 不错,[1]
0,*pro* 是 黑色 的,[9]
0,她 男友 *pro* 和 别的 女孩 做爱,[5]
0,*pro* 只是,[1]
0,*pro* 有 进步,[6]
0,我 删 *pro* 了,[3]
0,我 不 相信 *pro*,[2]
0,我 知道 *pro*,[2]
0,*pro* 只是 我 从没 做过 这事,[3]
0,你 也 得 照 *pro* 做,[1]
0,*pro* 我醉 了 我们 只是 在 发性 短信,[1]
0,他 却说 是 之后 *pro* 上去 的,[4]
0,*pro* 这个 厄尼 在 这儿 有 储物柜 吗,[4]
0,有个 教练 储物柜 但 东西 *pro* 还 没 拿走 *pro*,"[4, 3]"
0,*pro* 就 在 那儿,[3]
0,*pro* 不 需要 出示 搜查证 吗,[2]
0,*pro* 不如 你 直接 打开 *pro* 好 省些 事儿,"[3, 3]"
0,*pro* 和 校警 也 没关系 ?,[2]
0,*pro* 全是 过去 1 年 中 校园内 失窃 的 30 台,[9]
0,*pro* *pro* 乔什在 海瑟房 内 盗窃 被 发现 杀 她 灭口,"[4, 5]"
0,上帝保佑 *pro*,[6]
0,*pro* 有 看过,[4]
0,是 *pro* 是 的,[1]
0,*pro* 能否 解释一下,[2]
0,*pro* 来 看看,[6]
0,*pro* *pro* 好不容易 修好 激光 笔 之后 ...,"[4, 11]"
0,所以 *pro* 不无 可能,[3]
0,实物 证据 *pro* 这么 少 这点 也 很 奇怪,[2]
0,但 *pro* 阵营 变 了 这 也 算 进展,[3]
0,*pro* 是 唯有 如此 我 才能 比 你 知道 的 更 多,[3]
0,照片 *pro* 哪里 弄 来 的,[2]
0,*pro* 或者 *pro* 他用 夹克 包 着手 挡住 枪击 *pro* 残留物,"[4, 3, 11]"
0,*pro* 什么 意思,[2]
0,*pro* 不 清楚,[1]
0,*pro* 回家 后 你 就 开始 诵读 普鲁斯特 著作 ?,[2]
0,*pro* 还 真得 这么 说话 因为 我 就是 这么 说话,[1]
0,牛仔 的 沉默 *pro* 其实 挺 自私 的,[2]
0,*pro* 说真的 我 到底 在 干嘛,[1]
0,你 喜欢 萨拉 · 佩林 *pro* 而 我 ...,[1]
0,你 怎么 能 支持 *pro* 非法 堕胎 呢,[2]
0,我 不能 *pro* 抱歉,[1]
0,我 真的 想 但 *pro* 真 不能,[1]
0,*pro* 希望 情况 对 我们 有利,[1]
0,听 好 了 *pro* 在 那 上面 还有 其它 的 发现,[9]
0,也许 *pro* 不必 了 警察 把 重点 全放 这儿 了,[2]
0,我 会 召集 人马 然后 *pro* 把 证人 找 好,[6]
0,*pro* 早 想到 了,[2]
0,他的 确 *pro* 盗窃 了 那些 宿舍,[4]
0,当然 *pro* 对 我 是 没什么 不利 的,[3]
0,*pro* 那 说明 他用 夹克 包住 了 *pro* 用 *pro* 枪 的 手,"[4, 3, 11]"
0,抱歉 这么晚 打扰 *pro* *pro* 艾丽 西娅,"[3, 1]"
0,*pro* 没起 作用,[3]
0,如果 *pro* 当初 情况 不是 这样 ...,[3]
0,*pro* 最多 也 就 在 一起 一周 吧,[6]
0,*pro* 会 的,[6]
0,*pro* 距离 产生 美 得不到 的 才 是 最好 的,[3]
0,要 真 得到 了 *pro* 只会 是 ...,[3]
0,这种 枪 已经 停产 因为 *pro* 有 微力 扳机,[9]
0,不是 *pro* 吧,[2]
0,*pro* 是 海瑟 自己 意外 触动 扳机,[3]
0,射击 完毕 后 *pro*,[3]
0,但 *pro* 听 起来 不像 真的,[3]
0,我们 之前 已经 认定 是 *pro* Josh 做 的 *pro*,"[11, 3]"
0,现在 *pro* 又 换 另 一种 可能 导致 2 种 后果,[6]
0,*pro* 实事求是,[2]
0,谢谢 *pro* 麦克 维 先生,[2]
0,*pro* 替 另外 一个 案子 作证,[2]
0,是 的 *pro*,[1]
0,*pro* 几名 检察官 看到 你,[3]
0,法官大人 *pro* 抱歉 不过 *pro* 回答 得 过于 迅速,"[1, 3]"
0,*pro* 是 的 *pro* 法官大人,"[3, 11]"
0,*pro* 你 面带 愠色 *pro*,"[1, 11]"
0,*pro* 如果 你 当初 没对 伯顿 警探 的 证词 如法炮制,[1]
0,*pro* *pro* 不好意思 法官大人 恕我直言,"[11, 1]"
0,这方面 *pro* 算 你们 打平 了,[6]
0,*pro* 有 问题 吗 布罗迪 先生,[2]
0,但 *pro* 我方 请求 对 陪审团 做出 指引,[6]
0,权衡 麦克 维 先生 的 证词 时 *pro*,[2]
0,你们 可以 考虑 他 是否 存有 偏向 *pro*,[2]
0,他们 把 我们 扔 在 这儿 *pro* 锁上 门,[9]
0,*pro* 却 指望 我们 得出 公正 的 结论,[9]
0,没有 *pro*,[3]
0,我错 *pro* 以为 这是 我的 生活,[1]
0,只有 不 影响 当事人 时候 *pro* 才 是 你的 生活,[3]
0,戴安 陪审团 很受 影响 *pro*,[3]
0,枪击 残留物 和 弹道 报告 都 不 重要 了 *pro* 只 剩性,[3]
0,哪怕 *pro* 给 *pro* 个 迹象,"[2, 1]"
0,*pro* 事实如此,[3]
0,那 就 睁 大眼 仔细 盯 着 *pro*,[9]
0,*pro* 还 能 有 自己 的 人生,[2]
0,但 如果 *pro* 陪审团 认定 有罪,[2]
0,那 是 *pro* 2055 年 我 ...,[1]
0,2 天前 他 那么 觉得 *pro* 现在 又 这么 觉得,[4]
0,*pro* 说不清,[1]
0,*pro* 听 着 大家 的 争论,[1]
0,*pro* 怎么办,[6]
0,*pro* 说不清,[1]
0,凯琳 达 *pro* 有 麻烦 了,[6]
0,凯里 在 哪儿 *pro* 得 找 他 来,[6]
0,*pro* 意见 一致 了,[6]
0,*pro* 很多 陪审员 都 会互 留电话 *pro* 保持联系,"[1, 9]"
0,*pro* 咱省 省 时间 别留 号码 了,[6]
0,让 人 猝不及防 *pro*,[3]
0,*pro* *pro* 开玩笑 吧 ?,"[2, 1]"
0,抱歉 *pro* 是 真的,[1]
0,勒 奈特 奋力 拯救 *pro* 婚姻,[5]
0,*pro* 发现 的 尸体,[9]
0,警方 好像 *pro* 没太 当回事,[9]
0,*pro* 可 布里 却 遇到 了 麻烦,[3]
0,*pro* 想 和 她 谈话 *pro* 请 先 找 我,"[2, 2]"
0,*pro* 勒 奈特 · 斯加沃 处理 自己 的 婚姻 时,[3]
0,*pro* 收到 他的 邮件 时 她 代为 保管 *pro*,"[4, 3]"
0,她 专程 送 *pro* *pro* 去,"[4, 3]"
0,没错 多年 的 *pro* 抗争 毫无结果,[5]
0,除非 *pro* 是 炸弹 不然 我 前妻 才 不会 给 我 送,[3]
0,*pro* 对 我 离婚 都 两年 了 *pro* 想 起来 还是 难受,"[3, 3]"
0,或许 *pro* 我 这么 说 不 合适,[2]
0,但 *pro* 汤姆 和 你 分手 真是 太傻 了,[1]
0,喝酒 发 发牢骚 宣泄 感情 *pro*,[3]
0,*pro* 只是 我 不问 的话 *pro* 会 后悔,"[1, 1]"
0,谢 了 我 *pro* 一直 很 喜欢 我们 这张 合影,[1]
0,坏消息 *pro* 我查 了 天气预报,[1]
0,*pro* 已经 有 段时间 没 亲热 了 *pro* 吧,"[3, 3]"
0,不论是 在 豪车 的 驾驶座 *pro*,[3]
0,*pro* 开 什么 玩笑,[2]
0,*pro* 就 可以 准备 玩 杂耍 了,[2]
0,谢谢 *pro* 宝贝,[2]
0,负责 装饰 所有 的 橱窗 或许 他 能 帮 你 装点 一下 *pro*,[3]
0,""" 装点 一下 *pro* """,[3]
0,帮助 那些 有瘾 的 人 找 工作 *pro* 安家 ...,[9]
0,*pro* 今晚 见 *pro*,"[1, 2]"
0,"如果 *pro* "" 有 意义 "" 能 让 我们 还清 贷款",[6]
0,还好 我 饿死 了 *pro* 能 吃 点 饼干 吗,[1]
0,再说 *pro* 就 三天 时间 了,[3]
0,真的假 的 你 是 说 *pro*,[1]
0,明天 没 问题 的 就是 *pro* 个 预审 听证会,[3]
0,是 啊 *pro* 离 上庭 的 日子 越来越近 了,[1]
0,其次 *pro* 性是 很 神圣 的 不该 用来 交易,[3]
0,我们 能 不能 换个 话题 太 低级 *pro* 了,[3]
0,*pro* 希望 你 不是 *pro* 反对 持枪,"[1, 2]"
0,除非 我 死 *pro* *pro* 不然 你别 想 从 我 手中,"[2, 3]"
0,能 把 斗篷 *pro* 穿 得 这么 有型 邓肯 夫人,[2]
0,别 回头 我来 *pro* 打发 *pro* 她,"[1, 11]"
0,*pro* 开 什么 玩笑,[2]
0,给 *pro*,[2]
0,谢谢 *pro*,[2]
0,*pro* 就 爵士乐 了,[3]
0,好 了 *pro* 差不多 了,[6]
0,*pro* 清理 清理 待 会 我们 上楼去,[1]
0,*pro* 不 知道 我 觉得 他们 搞错 了,[1]
0,关于 *pro* 现场 的 尸体,[9]
0,只要 *pro* 是 事实,[3]
0,*pro* 导致 了 我们的 离婚,[3]
0,加布 我能 *pro* 只 把 我 那份 拿 上楼 吗,[1]
0,*pro* 桃 瑞丝 这 夹克 穿 在 你 身上 太 迷人 了,[1]
0,*pro* 是不是 很 迷人 啊 卡洛斯,[3]
0,是 啊 *pro* 棒极了,[3]
0,当 我 看到 价格 的 时候 *pro* 差点 心脏病 发作,[1]
0,*pro* 抱歉,[1]
0,请谅解 *pro* 我的 妻子,[2]
0,我 得 去 做点 咖啡 *pro* 会用 上 的,[6]
0,"我 前妻 的 律师 说 *pro* "" *pro* 利蒙 先生 支付","[3, 6]"
0,*pro* 都 很 好 但 这 牵扯 了 另 一个 人,[3]
0,*pro* 可以 聊 很 久,[6]
0,*pro* 会 很 遗憾 吧,[4]
0,就 当 *pro* 是 整 蛊,[3]
0,*pro* *pro* 天呐合 起来 了,"[3, 11]"
0,谢 了 不过 *pro* 还是 我自己 做 比较 好,[1]
0,我 懂 *pro* 和 汤姆 分居 之后,[1]
0,但 我 还 知道 *pro* 求助于 人 也 没什么 不行,[3]
0,你 阅读 的 时候 *pro* 总会 动 嘴唇 吗,[2]
0,本庭 *pro* 今天 将 进行 举证 审定 作出 庭审 安排,[6]
0,所以 *pro* 对 他们的 一夜 春宵 毫无 印象,[5]
0,*pro* 我 当事人 能 和 美景 镇 任一 男士 联系 起来 了,[2]
0,*pro* 开 什么 玩笑 *pro* 不行,"[2, 1]"
0,"*pro* 还 能 听到 孩子 们 在 问 "" 什么 时候 吃 晚餐 """,[2]
0,什么 *pro* 不行 我 可是 抽 佣金 的,[2]
0,*pro* 是 昨晚 卡洛斯 给 我的 小册子 上 写 的,[3]
0,*pro* 让 我 想起 了 我 丈夫 对 我 说 过 的话,[4]
0,*pro* 身上 能 赚 多少 佣金 吗,[1]
0,桃 瑞丝 就是 我的 摇钱树 我 苦心 栽培 *pro*,[5]
0,结果 你 跑 来 *pro* 把 钱 都 抢走了,[5]
0,貌 ... *pro* 貌似 这个 比喻 越扯 越远,[1]
0,别想 让 我 住口 我 *pro* 还 没 说完 呢,[1]
0,*pro* 就 可以 这么 自鸣得意,[2]
0,是 啊 但是 *pro* 只有 一方 有理 儿 的 时候,[3]
0,*pro* *pro* 两个 指关节 都 被 磨平 了,"[1, 11]"
0,*pro* 喝 了 一堆 绿茶,[1]
0,这个 火焰 贴纸 *pro* 是 我自己 设计 的,[1]
0,要是 *pro* 不 喜欢 *pro* 可以 轻松 地 把 它们 刮掉,"[2, 9]"
0,不过 我 个人 很 喜欢 *pro* *pro* 好看 极了,"[9, 1]"
0,不过 有 了 这辆 车 还 用得着 *pro* 作弊 吗,[2]
0,你 *pro* 好歹 也 说句话 啊,[1]
0,我 ... 喜欢 *pro*,[3]
0,*pro* 真的 吗,[2]
0,不过 说真的 如果 你 有 什么 意见 尽管 提 *pro*,[1]
0,因为 *pro* 离 比赛 还有 一天,[6]
0,没有 了 *pro* 棒极了,[3]
0,*pro* 能 帮 我 拿 点 饮料 来 吗,[2]
0,我 没有 看到 有车 过来 *pro* 真是 抱歉,[1]
0,*pro* 没有 它自己 滑到 路 中间 去 了,[3]
0,你 想要 *pro* 什么样 *pro* 就 做 什么样 的,"[3, 6]"
0,我 不想 重做 *pro* 我 不想 做 一个 怪胎,[3]
0,*pro* 真 抱歉 我 完全 没想到,[1]
0,太棒了 我 觉得 *pro* 周六 那天,[6]
0,不错 啊 *pro* 需要 我 给 你 做点 东西 吃 吗,[2]
0,她们 这 一代 *pro* 觉得 *pro* 运动 有意思 可真 可爱 啊,"[5, 3]"
0,*pro* 没什么 我们 只是 *pro* ...,"[3, 2]"
0,我 只是 和 一个 *pro* 认识 的 人 喝 了 几杯,[1]
0,好 吧 你 *pro* 要 和 格雷格 约会,[2]
0,关于 *pro* 爸爸 和 简 的 事情 呢,[2]
0,*pro* 藏 在 橱柜 里 的 优质 比利时 巧克力 来 交换 呢,[1]
0,*pro* 相当 值得,[3]
0,*pro* 让 你 尝到 勒索 的 甜头 可 不好,[3]
0,爸爸 告诉 *pro* 简他 这 周末 要 加班 时,[4]
0,带有 杏仁 的 巧克力 来 交换 *pro* 哦,[3]
0,*pro* 要 提供 哪种 餐前 点心 吗,[6]
0,*pro* 还是 指 那具 死尸,[2]
0,而 我的 隐瞒 *pro* 是 为了 保护 你,[9]
0,*pro* 是 *pro* 这里 的 一条 疯狂 法律,"[3, 6]"
0,"我们 说 "" 我 愿意 "" 然后 *pro* 走过 教堂 甬道",[6]
0,*pro* 走出 教堂 的 那一刻,[6]
0,我 提过 的 婚礼 之夜 专用 招 *pro* 了,[2]
0,抱歉 我 *pro* 只是,[1]
0,不能 想象 *pro* 在 听到 那些 事情 之后 *pro*,"[2, 1]"
0,*pro* 不行 我要 你 当面 告诉 我 *pro*,"[1, 3]"
0,*pro* 绘声绘色 地 描述 更 详尽 的 细节,[4]
0,从 *pro* 告诉 我 一切 开始,[2]
0,*pro* 也许 我先 告诉 你 我的 性秘密,[3]
0,*pro* 在 24 岁,[1]
0,对 对 *pro* 很 好笑,[3]
0,你 想 听 更糟 的 吗 我 *pro* 还有,[1]
0,最好 的 部分 来 了 医生 说 *pro*,[2]
0,我 每天 要 *pro* 尿 尿 三十次,[2]
0,我的 秘密 算是 够 *pro* 糗 了 吧,[2]
0,*pro* 的确 够格,[1]
0,也就是说 *pro* *pro* 轮到 我 啦,"[2, 1]"
0,万分 痛楚 于是 恶习 复萌 *pro*,[1]
0,但 金融 上 *pro* 可是 玩得转,[4]
0,你 很 喜欢 坏 他的 事 对 *pro* 吧,[2]
0,*pro* 理所应当 的,[2]
0,我 跟 *pro* 克里斯 朵 分手时,[1]
0,*pro* 要 能 报复 一下 就 好 了,[6]
0,*pro* 既 可以 帮 你 折磨 *pro* 前夫,"[1, 11]"
0,又 能 跟 你 多 待会儿 *pro* 何乐而不为 呢,[1]
0,*pro* 悉听尊便,[2]
0,你 主意 *pro* 一出 *pro*,"[1, 2]"
0,我 当时 可能 醉得 不醒 人事 *pro* 了,[1]
0,*pro* 知道 最糟 的 是 什么 吗,[2]
0,*pro* 特里普 说 过 我们 会 赢,[1]
0,*pro* 才 不是 呢 我 *pro* 只是 很 钦佩 他的 专业 能力,"[1, 1]"
0,*pro* 不是 *pro* 蓝色 是 绿色 略带 棕色,"[9, 9]"
0,这 *pro* 可 说 不准,[1]
0,你 跟 查克 在 一起 我们 大家 都 危在旦夕 *pro* 了,[2]
0,对 女人 再 自然 不过 *pro*,[6]
0,*pro* 必须 保持 头脑清醒,[2]
0,桃 瑞丝 *pro* *pro* 真是太 谢谢 你 了,"[1, 6]"
0,*pro* 车修 好了吗,[2]
0,不光 是 眼前 这 事 *pro* 明白 吧,[2]
0,不管 *pro* 有 什么 需要 都 给 我们 打电话,[2]
0,看着 *pro* 有点像 克尔 维特 车,[3]
0,*pro* 有点 根本就是 一模一样,[3]
0,行 了 你 就是 照着 杂志 *pro* 描 的,[3]
0,你们 *pro* 动手 干活 吧,[1]
0,第一件 要 *pro* 买 的 就是 克尔 维特 斯丁瑞 敞篷 跑车,[4]
0,这 周 *pro* 每次 我要 他 加班 的 时候,[1]
0,然后 *pro* 就 能 听到 他 在 电话 上 跟 简 大吵,[1]
0,也就是说 *pro* *pro* 咱俩 就 能,"[2, 1]"
0,*pro* 真 不敢相信 你 对 我的 办公室 做 了 什么,[1]
0,就 想 赚过来 *pro*,[3]
0,给 中心 省省 吧 你 就是 好胜 *pro* 而已,[3]
0,*pro* 以前 是 这样 以后 也 是 这样,[2]
0,*pro* *pro* 天性 如此,"[11, 3]"
0,你 把 桃 瑞丝 抢走 *pro* 也许 我 不 开心,[1]
0,*pro* 很 性感,[3]
0,但是 你的 野心 *pro* 改变 不了,[2]
0,没错 *pro* 要 放弃 权力 并 不 容易,[3]
0,晚餐 *pro* 不能 在 这里 说 吗,[6]
0,*pro* 悉听尊便,[2]
0,*pro* 我会 找份 工作 *pro* 会 去 上课,"[1, 1]"
0,不如 我们 边用 *pro* 晚餐 边 说 吧,[9]
0,自从 *pro* 上次 卡洛斯 收到 我的 信用卡 账单 后,[1]
0,在 晚宴 派对 上 上 烧烤 酱汁 *pro* 这 一条,[1]
0,你 说得对 *pro* 抱歉,[1]
0,我的 墨西哥 语 *pro* 总是 让 人 困惑,[1]
0,不过 *pro* 没什么 不 可以 因为 我 也 是 墨西哥人,[1]
0,有 许多 *pro* 情理之中 的 对话,[2]
0,*pro* 瞧瞧 我 简直 壮如牛 了,[1]
0,我 明白 *pro* 真 差劲,[3]
0,你 说得对 *pro* 抱歉,[1]
0,*pro* 放松 下来 的 吗,[2]
0,我 离开 前得 把 *pro* 油炸锅 清洗 干净,[1]
0,别 担心 *pro* 还有 你闻 起来 就 像 法式 炸薯条,[2]
0,我 想要 你 说 我们 要生 *pro* 这个 孩子 所 做 的,[2]
0,*pro* 准备 工作 你 都 能 准时 参加,[6]
0,好 的 *pro* 知道 了,[1]
0,谢谢 *pro*,[2]
0,"所以 我选 了 几套 衣服 *pro* 喊 出 "" 无罪 "" 的 心声",[1]
0,*pro* 如何,[2]
0,褶边 的 呢 *pro* 我查 了 资料,[1]
0,好 吧 *pro* 没错,[2]
0,*pro* 很 好看 可是 我 被 指控 的 罪名 是,[3]
0,勾引 并 *pro* 谋杀 一位 陌生人,[4]
0,红色 代表 了 血腥 和 荡妇 懂 *pro* 了,[3]
0,*pro* 希望 你 是 对 的,[1]
0,*pro* 会 没事 的 布里,[3]
0,*pro* 可以 打 网络电话,[6]
0,*pro* 还会 错过 我 孩子 出生,[4]
0,*pro* 真的 抱歉 各位 我 和 我 老板 说 过 了,[1]
0,而且 *pro* 只 去 一年 而已,[3]
0,*pro* 一晃而过,[3]
0,各位 我能 和 你们 *pro* 老爸 单独 待 一会儿 吗,[1]
0,*pro* 真不知道 该 怎么 熬过去 *pro*,"[1, 6]"
0,是 啊 *pro* 孩子 们 会 很 不好受 的,[1]
0,"*pro* 懂 了 你的 "" 谨慎 """,[1]
0,够 了 *pro* *pro* 去死吧 贱人,"[2, 3]"
0,不要 我 是 说 *pro* 对 女人 你 得 小心 一点,[2]
0,*pro* 没有 紫色 真是 个 ... 大胆 的 颜色,[3]
0,你 不怕 *pro* 抢 了 新娘 的 风头 吗,[3]
0,勒 奈特 你 还好 吗 *pro* 看上去 有些 心不在焉,[2]
0,勒奈 特别 担心 *pro*,[3]
0,还有 他 说 这话 的 语气 就 好像 *pro*,[3]
0,*pro* 不 知道,[1]
0,我们 初次见面 *pro* 不太 顺利,[1]
0,*pro* 抱歉,[1]
0,结果 *pro* 醋意 大发,[2]
0,他 还 说 *pro* *pro* 会 保护 你,"[4, 2]"
0,*pro* 也许 这些 都 很 程序化,[3]
0,有 *pro* 真情,[1]
0,*pro* 这样 他的 头 撞 在 产房 地板 上 的 时候,[4]
0,等到 他 真的 陪你到 了 *pro* 那 一步,[2]
0,*pro* 就 会 突然 开窍,[3]
0,*pro* 就 会 像 看到 *pro* 电子游戏 一样,"[3, 9]"
0,麦克 *pro* 看到 那个 视频 时 差点 晕倒,[4]
0,*pro* 流 了 很多 血,[4]
0,不仅如此 *pro*,[3]
0,*pro* 很 高兴 你 喜欢 *pro*,"[1, 3]"
0,我 知道 *pro* 只是,[3]
0,是 的 我 并 不想 让 他 去 这么 做 *pro* 都 是 为了 你,[1]
0,多谢 *pro*,[2]
0,*pro* 感激不尽,[1]
0,*pro* 可以 让 你 表达 一下 感激 之情,[2]
0,我 想 *pro* 永远 也 到 不了 那步,[1]
0,咱们 把 话 挑明 *pro* 得 了,[1]
0,*pro* 得逞 之后 又 一脚 把 我 蹬 掉,[2]
0,于是 *pro* 就 出来 走走,[1]
0,*pro* 一起 掩埋 亚历 亨 德罗 的 尸体,[6]
0,*pro* 要 能 回到 过去 该 有 多 好,[6]
0,在 窗户 那头 *pro* 看到 你 了,[1]
0,*pro* *pro* 姐妹 明早 谋杀案 审讯,"[6, 11]"
0,*pro* 这么 说 吧 我们 现在 担心 *pro* 布里,"[2, 3]"
0,*pro* 也 是 无济于事,[6]
0,我 一直 在 想要 *pro* 不 我们 出面 帮帮 她,[2]
0,*pro* 再 坚持 一段时间,[6]
0,别怕 *pro* 是 我,[3]
0,特里普 大半夜 的 *pro* 你 跑 来 干什么,[3]
0,没 看过 *pro* 呢,[3]
0,*pro* 可以 现在 放 吗,[1]
0,现在 *pro* 看片 合适 吗,[6]
0,*pro* 不是 很 懂 吧,[1]
0,*pro* 把 它 抛 在 脑后 就 好,[2]
0,*pro* 真 不敢相信 我 会 这样 度过 今晚,[1]
0,我会 说 *pro*,[1]
0,谢谢 *pro*,[2]
0,本庭 *pro* 开始 审讯,[6]
0,那些 *pro* 不可告人 的 秘密,[9]
0,斯通 女士 质疑 人们 对 *pro* *pro* 邻友 的 了解 有多深,"[6, 11]"
0,本案 将会 *pro* 直截了当,[3]
0,布里 · 范德 坎普 的 好 姐妹 会 让 大家 看到 *pro*,[2]
0,我的 当事人 的确 将 雷蒙 · 桑切斯 带到 她家 *pro*,[5]
0,*pro* 跟 请 你 喝酒 的 男人 上床 并 不 违法,[3]
0,但 若 是 *pro* 杀害 了 他 那 就是 犯罪,[9]
0,*pro* 只能 说 她 跟 我们 大家 一样 也 存在 缺陷,[3]
0,我 好像 听到 他 说 还要 *pro* 连 着 上午 班,[4]
0,欢迎光临 大 汉堡 *pro* 很 乐意 为 您 效劳,[1]
0,还有 谁 会 对 你 说 *pro* 刚才 那 番话,[1]
0,*pro* 能 开到 窗边 来 吗,[2]
0,*pro* 没 上 大学 我 这个 宝宝 的 爸爸,[1]
0,就 我 现在 *pro* 挣 这点 钱得 一天到晚 工作 才行,[1]
0,但是 *pro* 让 朱莉 一个 人 做 这些 *pro* 也 不 对 啊,"[3, 2]"
0,这 女人 简直 就是 *pro* 黑寡妇,[5]
0,*pro* 上面 说 她 2 个 月 里面 就 和 15 个 男人 睡过,[3]
0,而且 *pro* 从头到尾 都 醉醺醺 的,[5]
0,抱歉 *pro* 你们 根本 就 知道 自己 在 讨论 什么,[1]
0,*pro* 看着 是 不怎么 老实,[9]
0,*pro* 又 不光 是 我们 大家 都 说 她 杀了人,[3]
0,她 最好 趁早 习惯 一下 *pro*,[3]
0,*pro* 想象 一个 宁静 的 画面,[2]
0,这次 *pro* 跟 我 聊 一些 不 可能 实现 的 事,[2]
0,我 觉得 *pro* 会 实现,[3]
0,我会 *pro* 卖 了 这 房子 M . J . 和 我 跟 你,[1]
0,*pro* 一起 走 这样 你 就 能 拿到 学位 了,[2]
0,*pro* 搬走 *pro* 对 我 也 有 好处,"[1, 3]"
0,*pro* 什么 意思,[2]
0,但 你 确定 *pro* 要 这么 做 吗,[2]
0,你 肯定 会爱上 *pro* 印度 的 麦 吉尼斯,[3]
0,要是 真 不 喜欢 *pro* 也 才 一年 而已,[3]
0,那个 *pro* 你们 不是 在 约会 吗,[1]
0,我 还 奇怪 呢 *pro* 就 为了 避开 这 女人,[2]
0,*pro* 说实话 *pro*,"[2, 1]"
